app_id,helpful,funny,date,is_recommended,hours,user_id,review_id
434050,3,0,2020-04-07,False,0.5,21409,6318237
638650,0,0,2020-04-10,True,40.9,21409,29958340
223750,0,0,2013-08-02,False,2.4,21421,16311328
113400,42,6,2014-12-06,False,549.9,21421,31879675
244210,2,0,2018-11-21,True,379.4,21421,26121951
359320,2,0,2019-12-13,True,153.7,21421,10504129
620,0,0,2016-07-01,True,19.2,22645,19954650
359550,2,0,2016-07-31,False,0.5,22645,18949428
319630,0,0,2016-08-30,True,1.5,22645,21221796
20920,2,0,2016-12-22,True,8.0,22645,17038527
218230,0,0,2019-04-25,True,287.0,22793,19213492
976310,0,0,2019-11-27,True,65.3,22793,19667351
594570,0,0,2019-12-11,True,260.3,22793,16470731
289070,0,0,2020-12-14,True,197.0,22793,770675
287700,0,0,2020-12-14,True,69.4,22793,17344357
632470,0,0,2020-12-14,True,30.6,22793,34397288
381210,0,0,2021-01-01,True,200.9,22793,4405376
413150,0,0,2021-01-01,True,17.6,22793,16126843
1145360,0,0,2021-03-04,True,36.9,22793,1750863
945360,0,0,2021-09-20,True,14.0,22793,12943683
208650,0,0,2021-11-28,True,51.7,22793,17585146
200260,0,0,2021-11-28,True,204.0,22793,18553084
35140,85,78,2021-11-28,True,123.3,22793,19958336
221680,0,0,2021-11-30,True,204.5,22793,2477796
223470,0,0,2022-03-05,True,6.5,22793,16631758
1142710,0,0,2022-03-21,True,43.8,22793,3662697
534380,0,0,2022-10-08,True,40.6,22793,22
397540,0,0,2022-10-08,True,23.6,22793,4162174
394360,138,30,2022-10-08,True,135.1,22793,4907322
49520,0,0,2022-10-08,True,193.0,22793,13910918
239140,0,0,2022-10-08,True,39.8,22793,15858922
620,0,0,2022-10-08,True,56.9,22793,17588799
427190,0,0,2022-10-08,True,4.0,22793,19258872
34330,0,0,2022-10-08,True,346.8,22793,33510197
1113000,0,0,2022-10-09,True,20.1,22793,7285898
1794680,0,0,2022-10-20,True,15.1,22793,5939426
237930,0,0,2020-12-25,True,15.4,23320,31948388
245170,0,0,2021-09-11,True,42.4,23320,26732174
40950,0,0,2019-06-21,True,12.3,23890,30578807
105450,0,0,2019-07-05,True,7.7,23890,31151189
265630,0,0,2019-07-18,True,15.0,23890,28290002
2400,0,0,2019-07-18,True,2.0,23890,39347387
274940,0,0,2019-08-21,False,187.5,23890,35193906
420290,0,0,2019-09-12,True,7.5,23890,32248028
438740,0,0,2020-03-22,False,5.5,23890,34623574
1151340,0,0,2020-07-03,True,13.3,23890,22468691
261550,0,0,2020-08-12,True,20.4,23890,14969678
312660,0,0,2020-08-29,True,39.2,23890,25479122
933110,0,0,2020-10-16,True,31.7,23890,36292278
712100,3,0,2020-11-23,False,18.0,23890,21957120
548430,0,0,2020-11-26,True,51.2,23890,24814697
34330,0,0,2020-11-28,False,24.3,23890,33591087
616560,0,2,2021-01-30,False,0.2,23890,32667266
1238840,0,0,2021-07-24,True,93.3,23890,25884536
872200,0,0,2021-07-29,False,7.3,23890,24989481
444090,0,0,2021-11-16,False,215.0,23890,20417347
20900,0,0,2021-11-25,True,54.4,23890,35299630
1085510,0,0,2021-12-03,False,0.9,23890,35736316
918570,0,0,2021-12-14,True,7.8,23890,10971289
813780,0,0,2022-01-05,True,69.5,23890,33600169
1237980,0,0,2022-01-23,False,4.6,23890,31659301
1238860,4,0,2022-02-23,False,24.3,23890,6400589
238460,0,0,2016-07-13,True,0.3,24903,10797035
107410,3,10,2016-07-13,True,340.2,24903,22684157
246900,0,0,2016-07-13,True,4.4,24903,25535335
219640,0,0,2016-07-13,True,16.2,24903,35950698
236510,0,0,2016-07-13,True,7.5,24903,37495483
261550,0,0,2020-04-04,True,69.1,24903,1548916
361420,3,0,2020-04-16,True,66.4,24903,23207501
233450,0,0,2020-04-26,True,29.9,24903,10653028
594570,0,0,2020-04-30,True,249.8,24903,26170397
1057090,0,0,2021-04-11,True,17.0,24903,14949796
629730,0,0,2021-04-18,True,20.2,24903,23820806
753640,0,0,2021-11-02,True,23.0,24903,27601985
636480,0,0,2021-12-28,True,21.3,24903,6201497
1092790,0,0,2021-12-28,True,9.8,24903,10867087
1066890,0,0,2021-12-28,True,7.4,24903,20921578
1359090,0,0,2021-12-28,True,7.4,24903,26847262
450390,0,0,2021-12-28,True,2.6,24903,36911201
221040,0,0,2021-02-19,True,20.8,27534,27646711
349040,0,0,2021-05-05,True,7.0,27534,38583169
224260,0,0,2021-05-16,True,8.0,27534,33283319
243470,0,0,2022-01-11,True,20.1,27534,27628062
1446780,0,0,2022-01-13,True,190.3,27534,22712877
678960,0,0,2022-01-15,True,103.9,27534,27363702
593600,0,0,2022-01-29,True,7.5,27534,31763374
20920,0,0,2020-10-31,True,11.9,27805,26768384
203160,0,0,2020-11-16,True,3.2,27805,34411497
220440,0,0,2021-02-21,True,9.4,27805,34846845
203140,0,0,2022-08-05,True,4.3,27907,6368569
227300,0,0,2022-08-05,True,10.9,27907,10932330
225540,0,0,2022-08-05,True,1.8,27907,15813286
440,0,0,2022-08-05,True,2.7,27907,24589747
924140,0,0,2022-08-05,False,0.2,27907,29317324
657200,0,0,2022-08-05,True,4.8,27907,31734522
220,3,0,2014-02-18,True,18.6,28221,9291989
222880,5,0,2014-03-27,True,70.1,28221,32041188
265630,2,0,2014-05-19,True,9.3,28221,28157905
224260,2,0,2014-06-16,True,28.3,28221,37879313
242860,2,0,2016-08-18,True,28.0,28221,19312723
110800,3,0,2017-07-09,True,26.3,28221,16679004
204100,0,0,2017-11-24,True,22.0,28221,8236029
204360,2,0,2014-06-17,True,16.0,31079,40944849
223100,0,0,2016-09-10,False,1.0,31079,40624436
49520,0,0,2019-06-30,True,50.5,31079,13837915
220240,0,0,2020-11-27,True,92.5,31121,16993200
1139890,0,0,2020-12-28,False,4.5,31121,32510934
1128810,0,0,2021-04-27,False,2.8,31121,16674483
265930,0,0,2014-04-06,True,6.1,31552,19599651
22380,0,0,2014-06-23,True,106.5,31552,21979919
7670,0,0,2014-06-29,True,17.9,31552,17705666
346010,0,0,2015-02-23,True,51.6,31552,18298940
207610,0,0,2015-06-19,True,18.1,31552,19074517
892970,2,0,2021-02-15,True,156.7,31552,19660085
6060,12,0,2013-12-27,True,44.9,33535,15117485
311210,0,0,2015-12-25,True,477.4,33535,4067784
349040,0,0,2016-03-02,True,27.0,33535,38893059
6220,4,0,2020-09-17,True,21.1,34446,11336156
319630,0,0,2020-09-20,True,4.7,34446,10640976
640590,0,0,2020-09-20,True,5.1,34446,30737265
532210,0,0,2020-09-21,True,4.6,34446,17519269
435120,0,0,2021-05-27,True,4.4,34446,35951748
220,0,0,2021-10-29,True,137.8,34446,16966575
303390,2,0,2015-01-07,False,1.8,34495,28246995
215830,5,0,2017-12-19,False,1.0,34495,11480219
847370,0,0,2018-11-16,True,5.1,34495,16550754
844870,0,0,2019-05-04,False,1.1,34495,19349314
379720,0,0,2019-06-28,True,10.5,34495,15412210
1085660,2,0,2019-11-27,True,608.3,34495,5369641
1139900,0,0,2020-11-25,True,6.2,34495,18169145
261030,0,0,2014-07-22,True,11.3,35925,32158940
264710,0,0,2017-01-03,True,42.1,35925,3743876
394360,0,0,2017-11-22,True,369.3,35925,4873692
526870,6,0,2021-06-01,True,21.2,35946,20936000
629520,2,0,2021-06-01,True,128.3,35946,23193818
391220,0,0,2021-06-01,True,4.3,35946,26131770
292030,0,0,2021-06-01,True,8.4,35946,36311295
220,0,0,2021-06-01,True,8.0,35946,36378827
219990,2,0,2022-03-23,True,49.5,39781,13699583
1094520,0,0,2022-06-19,True,95.5,39781,10068473
435150,0,0,2022-06-29,True,24.3,39781,748088
1184370,0,2,2022-07-07,True,664.0,39781,3429274
1096530,0,0,2022-09-15,True,149.0,39781,725244
1488200,4,0,2022-09-16,False,18.5,39781,7618101
535930,0,0,2019-06-29,True,12.6,40931,25038155
238960,0,0,2020-02-24,True,711.9,40931,23420462
305620,0,0,2020-08-11,True,186.0,40931,25760712
289070,0,0,2021-06-30,True,40.5,41867,21766146
477160,0,0,2021-07-03,True,11.5,41867,25501043
1222670,0,0,2022-02-20,True,5.6,41867,23381397
1245620,0,0,2022-02-28,True,8.7,41867,33965259
586140,0,0,2017-07-14,True,23.7,44128,20685367
327410,0,0,2017-07-14,True,1.5,44128,29233578
203160,0,0,2017-07-14,True,16.5,44128,35040621
228300,0,0,2017-08-04,True,8.8,44128,31198518
365590,0,0,2018-01-07,True,152.3,44128,24755505
337340,0,0,2018-01-11,True,5.6,44128,31279217
650700,61,9,2018-01-15,True,0.5,44128,27831029
389730,0,0,2018-03-17,True,57.8,44128,26350123
305620,0,0,2018-05-07,True,14.5,44128,25754158
511680,16,5,2018-07-02,True,17.7,44128,35419501
952040,0,0,2018-12-09,False,1.8,44128,30306941
683320,0,0,2019-02-07,True,3.9,44128,27250187
1188930,0,0,2020-06-15,True,226.9,44128,30519618
289070,2,0,2017-02-12,False,22.8,45548,2944634
65980,0,0,2017-02-12,False,42.1,45548,19816070
275850,2,0,2018-08-30,True,132.0,45548,2833418
480490,0,0,2018-08-30,True,43.7,45548,13783205
427520,0,0,2018-08-30,True,453.7,45548,17698553
311690,0,0,2020-01-20,True,302.1,46773,12351991
440,0,0,2020-04-25,True,629.8,46773,20152313
1175140,0,0,2020-11-26,True,1.3,46773,37301316
1170880,0,0,2021-02-21,True,3.6,46773,33315071
261570,0,0,2021-07-31,True,18.5,48292,23628457
557600,0,0,2021-09-29,True,2.5,48292,31667279
837470,2,2,2021-10-05,True,15.1,48292,25103935
504230,0,0,2022-01-04,True,8.9,48292,11002733
489830,0,0,2020-12-15,True,91.9,50197,4831002
433340,0,0,2020-12-26,True,52.2,50197,8548825
288470,0,0,2020-12-30,True,22.4,50197,9051196
680420,0,0,2021-04-19,False,32.9,50197,9160209
1361000,0,0,2021-04-21,False,1.2,50197,9711331
242760,0,0,2021-12-03,False,0.6,50197,14016750
493520,2,2,2021-12-28,False,0.8,50197,4533888
379720,0,0,2021-10-26,True,21.3,51580,21370823
1817190,0,0,2022-11-27,True,32.2,51580,969453
319630,4,0,2015-05-20,True,17.5,51592,22006578
435150,0,0,2017-11-23,True,1.0,51592,1797353
2600,0,0,2019-06-29,True,11.2,51592,18234705
203770,0,0,2019-11-26,True,19.7,51592,9128121
581320,0,0,2019-06-30,True,14.1,55960,24338644
814380,0,0,2020-07-07,True,28.2,55960,17552966
747660,0,0,2022-04-20,True,10.8,55960,7466225
284160,0,0,2020-01-11,True,188.4,61435,15972086
440,0,0,2020-04-19,True,1.0,61435,21789046
4000,0,0,2020-05-16,True,356.0,61435,2018161
220,0,0,2020-09-07,True,7.9,61435,36442306
945360,0,0,2020-09-27,False,7.7,61435,6454400
1139890,0,0,2021-04-05,True,20.1,61435,37737891
394360,0,0,2021-05-08,True,729.8,61435,2826981
42960,0,0,2021-10-16,False,0.3,61435,30174836
289070,0,0,2020-03-28,True,597.5,61554,5194318
367520,0,0,2021-09-28,True,130.6,61554,13428614
246620,0,0,2022-09-02,True,29.7,61554,7255472
931500,10,0,2019-06-04,True,7.9,61927,35930650
731490,0,0,2019-06-28,True,14.0,61927,6538417
213610,3,0,2019-10-24,False,9.3,61927,10131497
732690,0,0,2019-12-24,True,15.5,61927,9026834
282140,0,0,2016-11-24,True,13.4,63134,19496384
204300,0,0,2017-04-29,False,46.9,63134,12032548
359550,0,0,2020-04-12,True,28.7,63417,708745
408900,0,0,2020-07-05,True,100.0,63417,11762607
473690,0,0,2020-11-27,True,10.7,63417,34834017
254700,0,0,2021-08-15,True,36.1,64209,26874683
1593500,0,0,2022-04-11,True,97.7,64209,20054189
349040,0,0,2022-04-11,True,42.0,64209,38864563
629520,0,0,2021-02-27,True,182.2,65612,16824112
374320,0,0,2021-04-02,True,228.9,65612,15061583
526870,0,0,2021-07-20,True,14.4,65612,1861516
20900,0,0,2020-12-28,True,14.4,67164,19540249
22370,0,0,2021-01-17,True,4.9,67164,8319742
204360,0,0,2021-07-12,True,12.2,67164,15432406
113200,2,0,2021-07-12,True,12.3,67164,17767102
242760,0,0,2021-07-12,True,34.5,67164,19624320
381210,0,0,2021-07-12,True,56.1,67164,19832399
774171,0,0,2021-07-12,True,19.0,67164,21398342
213330,0,0,2021-07-12,True,29.1,67164,31706504
278360,0,0,2021-07-12,True,6.6,67164,35923201
218620,0,0,2021-11-02,True,63.4,67164,1584605
291550,0,0,2021-11-02,False,182.9,67164,2924305
307690,0,0,2021-11-02,True,53.4,67164,14658405
287700,2,4,2021-11-02,False,5.1,67164,17168276
1088710,0,0,2021-11-26,True,3.9,67164,17419446
1184160,0,0,2022-01-09,False,0.5,67164,37479998
55230,0,0,2020-04-19,False,23.2,69857,18748767
12140,0,0,2020-07-27,False,0.3,69857,17240378
1085660,0,0,2021-05-18,False,228.8,69857,18955598
22380,0,0,2021-11-14,True,209.0,69857,18970009
803330,0,0,2021-12-01,True,14.9,69857,25716886
272230,0,0,2021-12-01,True,3.0,69857,40402661
261180,0,0,2016-12-25,True,1.9,70629,35788465
412400,4,17,2017-04-26,True,0.2,70629,28250467
779340,0,0,2019-07-26,True,222.2,71543,36309677
812140,0,0,2021-02-24,True,265.3,71543,10865322
1273710,0,0,2021-03-12,True,69.0,71543,40643894
282070,0,0,2021-10-16,True,25.0,71543,38637906
1172620,0,0,2020-06-06,True,175.3,72152,1153624
620,0,0,2020-07-12,True,15.3,72152,12739910
368500,0,0,2020-08-08,True,6.9,72152,11973765
552520,0,0,2020-09-14,True,44.6,72152,12776263
620980,0,0,2020-11-20,True,19.3,72152,2005937
1426210,0,0,2022-03-02,True,12.0,72152,4182127
225540,0,0,2019-10-31,True,4.0,72501,22972786
20920,0,0,2019-11-01,True,9.5,72501,34651720
20900,0,0,2019-11-13,True,1.0,72501,35041663
203160,0,0,2019-12-01,True,6.4,72501,34953568
1085660,0,0,2020-06-14,True,183.6,72501,4125739
287700,0,0,2021-06-15,True,9.6,72501,18042399
620,0,0,2022-07-03,True,74.0,72501,14025170
219890,0,2,2022-07-04,True,0.7,72501,31905661
471710,0,0,2021-06-15,True,53.3,73545,19308135
1361000,0,0,2021-08-08,True,9.7,73545,9807537
1571440,0,0,2021-09-03,True,12.6,73545,25548405
1782210,0,0,2021-11-14,True,9.2,73545,32278587
242700,0,0,2020-10-26,True,5.3,74986,35477119
307780,0,0,2020-12-22,True,15.7,74986,6464150
847370,0,0,2020-12-24,True,7.6,74986,30187796
414340,0,0,2020-12-25,True,8.0,74986,27445407
438740,0,0,2020-12-25,True,35.2,74986,34558594
219150,0,0,2021-01-08,True,6.9,74986,11082204
238320,0,0,2021-12-29,True,12.3,74986,22191941
730,0,0,2020-08-16,True,242.5,78798,4079416
945360,0,0,2020-11-02,True,22.1,78798,19394209
440,0,0,2020-11-04,True,5.3,78798,22900686
4000,0,0,2021-04-24,True,31.7,78798,4126176
431960,0,0,2021-09-27,True,316.8,78798,4865222
438100,0,0,2022-03-31,True,490.9,78798,1400283
738060,0,0,2019-12-14,True,11.0,80311,39305609
298610,5,0,2020-06-01,True,0.9,80311,33160331
859570,0,0,2020-06-25,True,2.2,80311,34902451
871720,0,0,2020-07-30,True,6.8,80311,36579610
268910,2,0,2020-11-21,True,44.3,80311,21005917
1262240,0,0,2020-12-10,True,185.4,80311,24433354
636480,0,0,2021-01-12,True,57.4,80311,24727206
766570,0,0,2021-01-20,True,83.6,80311,21600649
536270,4,0,2021-01-25,False,0.4,80311,14885824
812140,0,0,2021-02-12,True,115.6,80311,24304963
823130,0,0,2021-04-02,True,9.3,80311,30040806
429050,0,0,2021-08-08,True,9.2,80311,15909138
204360,0,0,2021-08-15,False,6.2,80311,21185277
35140,0,0,2021-10-03,True,7.2,80311,34841506
346110,0,0,2021-10-29,True,333.3,80311,26204508
703080,0,0,2022-05-08,True,197.5,80311,33908742
364360,0,0,2016-09-01,True,322.8,80695,19636403
704450,0,0,2019-12-24,True,33.7,80695,10219812
594570,0,0,2020-01-16,True,792.1,80695,16449513
1173770,2,0,2021-07-29,True,10.7,80695,16278470
677620,0,0,2021-12-05,True,195.8,80695,14384449
1593500,0,0,2022-01-18,True,33.9,80695,18566711
261550,0,0,2022-01-25,True,248.6,80695,3586519
1142710,0,0,2022-02-17,True,279.8,80695,5431251
1091500,3,0,2022-02-19,True,76.5,80695,693847
527230,0,0,2022-05-09,True,11.4,80695,7727120
1488200,0,0,2022-06-25,True,60.4,80695,7531497
356190,0,0,2022-07-16,True,25.3,80695,10785942
1286680,0,0,2022-07-26,True,15.1,80695,5014673
1817070,0,0,2022-08-14,True,25.0,80695,4503509
552500,0,0,2022-11-04,True,12.0,80695,18310851
377840,0,0,2022-11-05,True,15.2,80695,14261774
1451090,0,0,2022-11-12,True,101.8,80695,7005185
253230,0,0,2020-08-19,True,37.9,81566,13595189
317400,0,0,2020-08-19,True,14.0,81566,37551995
257850,0,0,2021-05-25,True,15.8,81566,25723384
440,0,0,2021-06-26,True,211.4,81566,20844103
587430,0,0,2021-07-02,True,13.0,81566,19231134
966320,0,0,2021-08-17,True,10.8,81566,10166904
460950,0,0,2022-02-04,True,11.2,81566,16802658
1186640,4,0,2022-06-08,True,4.9,81566,18018173
1291340,0,0,2022-08-15,True,2.6,81566,16640818
208650,12,0,2015-06-23,True,56.8,82156,10630352
377160,34,0,2016-01-05,False,144.1,82156,5376119
379720,7,0,2016-11-26,True,17.1,82156,14365130
271590,6,0,2017-06-19,False,155.2,82156,3057948
275850,12,0,2017-08-13,True,556.6,82156,3798660
1116960,0,0,2020-03-12,True,0.7,88184,27989957
1140440,5,7,2020-03-12,True,5.8,88184,37798777
967050,0,0,2020-03-12,True,2.0,88184,38968766
24200,0,0,2020-03-16,True,10.1,88184,25922780
220,0,0,2020-03-27,True,26.7,88694,36439461
493490,0,0,2020-08-12,False,88.3,88694,20872614
641320,0,0,2021-06-02,True,11.4,88694,22195960
1017180,0,0,2021-11-02,True,51.5,88694,25040839
516750,2,0,2022-05-31,True,100.8,88694,25278772
645630,0,0,2022-10-02,True,62.2,88694,10602717
227300,0,0,2022-10-02,True,152.1,88694,22862118
253710,0,0,2022-11-01,True,0.3,88694,31378490
365160,0,0,2022-11-01,True,9.2,88694,35725094
1262560,3,0,2020-07-05,True,42.0,89762,24736826
47870,4,0,2020-07-05,True,25.0,89762,39574542
304930,3,0,2020-11-25,True,85.7,89762,15665154
945360,6,0,2020-12-01,True,142.4,89762,10442523
431960,28,0,2021-03-23,True,26.6,89762,10637784
227300,3,0,2021-03-23,True,58.4,89762,25319981
302830,5,0,2021-03-23,True,26.8,89762,27901932
397900,3,0,2021-03-23,True,30.2,89762,32298714
1407200,5,0,2021-10-14,True,33.6,89762,24250745
398710,4,0,2021-10-17,True,10.0,89762,39706665
240,15,0,2021-10-19,True,28.3,89762,23484887
335240,4,0,2021-10-30,True,101.5,89762,30937707
578080,3,0,2022-01-18,True,2.2,89762,33925196
282070,2,0,2022-02-27,True,3.0,89762,38576034
1070330,0,0,2022-03-11,True,10.0,89762,39178765
1506830,24,7,2022-05-29,False,167.0,89762,39453537
792220,3,0,2022-09-06,True,4.0,89762,39455326
1262580,14,0,2022-09-11,True,126.9,89762,22351390
1222680,96,2,2022-09-28,True,39.8,89762,33547758
1222670,234,32,2022-10-18,True,5.3,89762,21513269
1091500,71,4,2022-10-30,True,15.6,89762,20529227
1811260,0,0,2022-11-06,True,224.3,89762,20527759
41070,0,0,2022-02-05,True,0.7,91536,35952611
739630,0,0,2022-06-09,True,72.2,91536,25894113
1118200,0,0,2022-06-09,True,50.6,91536,26320501
1604000,0,0,2022-06-27,True,9.1,91536,31287900
728880,0,0,2020-09-06,True,37.5,96172,22286511
48700,0,0,2018-05-09,True,289.1,97598,17035582
427520,0,0,2019-06-14,True,134.2,97598,13051992
294100,0,0,2019-06-14,True,690.1,97598,23508113
1151340,5,0,2020-05-25,True,232.2,97805,23096319
250520,9,0,2020-05-26,True,674.3,97805,31205183
719040,20,0,2020-09-21,True,66.3,97805,10568992
632470,3,0,2022-09-07,True,45.5,97805,22652546
495420,0,0,2020-11-14,True,220.5,98330,4269420
270880,0,0,2020-11-20,True,90.7,98330,3757689
377160,0,0,2020-11-20,True,207.4,98330,5616207
1151340,0,0,2021-05-30,True,30.6,98330,1111511
275850,2,0,2021-05-30,True,57.5,98330,3942923
1174180,0,0,2020-11-28,True,257.7,98659,20827656
1172620,0,0,2021-09-16,True,46.9,98659,23214926
1063730,239,5,2021-10-08,False,189.3,98659,22287298
918570,0,0,2021-12-06,True,0.8,98659,20690046
291480,6,0,2015-01-05,True,13.8,102021,14480630
302830,0,0,2015-10-18,True,3.1,102021,27953216
219640,0,0,2015-12-25,True,5.0,102021,35921605
311210,0,0,2015-12-28,True,180.0,102021,34135529
489940,0,0,2018-02-03,False,6.1,102021,27992259
433850,0,2,2018-06-09,False,92.4,102021,36531146
304390,0,0,2018-08-24,False,6.8,102021,5666811
362890,0,0,2018-12-31,True,12.9,102021,15446234
2280,0,0,2019-06-29,True,4.2,102021,16913717
230410,0,0,2019-06-29,True,235.0,102021,17661256
431960,0,0,2019-06-29,True,77.7,102021,19855560
239350,0,0,2019-06-29,True,2.8,102021,30834577
311340,0,0,2019-06-29,True,1.2,102021,35737276
1046930,0,0,2019-06-29,True,44.0,102021,40157826
233720,0,0,2019-10-08,True,0.8,102021,31523130
516750,0,0,2019-10-26,True,20.0,102021,16748867
1085660,0,0,2019-12-01,True,9.9,102021,19701327
823500,0,0,2019-12-14,True,25.3,102021,6990276
489830,0,0,2021-04-16,False,175.0,106696,16505166
42700,0,3,2021-04-29,False,27.4,106696,3662606
45770,0,3,2021-04-29,False,4.2,106696,17051628
55230,0,0,2021-04-29,False,5.6,106696,17312081
541570,0,0,2020-10-06,True,10.9,106888,35475953
536220,0,0,2021-03-01,True,9.8,106888,30568296
8870,0,0,2021-03-03,True,11.1,106888,15982737
238320,0,0,2021-03-09,True,13.3,106888,24181504
1421250,4,0,2021-04-19,True,5.7,106888,35406882
1369630,0,0,2021-06-21,True,4.3,106888,33472050
