user_id,item_id,User Rating
393,3,2.49
207,6,2.44
1039,9,3.69
1882,34,3.6
2940,23,1.13
1485,37,2.87
864,24,3.34
2791,25,3.0
564,16,1.96
1021,23,2.62
96,18,4.17
1924,27,4.63
1758,34,2.36
2533,0,2.55
2279,3,3.73
2797,4,1.56
1679,4,2.5
541,38,3.71
1060,15,3.13
2573,8,4.17
1184,3,2.92
1723,38,3.14
1820,4,2.37
2626,13,2.91
2730,24,2.96
2605,28,1.94
1598,26,2.81
2694,34,1.32
796,33,1.63
1052,36,3.05
1644,7,4.0
1364,20,4.81
1982,9,2.86
1355,30,2.38
1664,28,3.3
1530,35,2.57
2039,7,3.44
1497,15,2.93
2238,22,1.63
1409,12,2.23
1401,36,3.4
1307,27,2.59
2681,19,3.53
2676,28,2.12
973,22,2.76
1769,32,2.25
1283,21,1.83
710,24,3.37
1480,16,2.81
1435,17,2.05
649,14,3.43
318,13,3.49
1258,17,3.45
684,15,3.61
664,1,3.76
1999,38,1.8
1632,26,2.99
1496,29,1.72
1137,17,2.64
1854,6,2.83
1521,7,3.32
2490,9,1.8
564,18,2.68
1292,15,3.08
1637,38,2.72
3000,25,2.81
699,37,3.48
2161,36,3.21
2,27,2.5
642,35,1.96
2268,30,3.29
1590,37,4.51
855,29,3.14
1760,13,2.61
2433,27,2.26
1662,15,3.9
1154,38,2.37
1077,34,3.36
1708,10,2.37
2778,18,2.31
1696,19,2.31
1734,35,3.7
1440,3,3.22
2295,28,3.39
836,1,2.52
203,10,2.16
123,31,2.95
401,36,3.52
767,1,1.82
294,26,3.74
2328,8,3.17
2932,19,3.37
198,4,2.3
1931,0,2.8
2800,13,3.89
2192,3,2.07
609,24,2.64
1148,4,3.88
187,29,3.74
2512,13,2.26
1795,15,2.76
660,18,2.78
2812,12,2.91
1956,6,2.43
2451,7,2.64
1370,3,2.69
1987,15,2.29
1535,22,2.61
147,27,4.13
2912,5,2.92
1735,6,2.82
1844,0,3.25
489,2,3.08
2977,7,3.04
1960,6,3.63
1664,33,2.13
2599,5,3.02
2386,14,3.28
2920,30,3.07
641,7,3.01
1803,35,1.18
2521,33,3.3
1970,39,3.89
2199,37,2.66
1439,31,3.61
1635,29,1.99
263,4,1.98
1788,13,3.11
2192,8,2.59
2394,4,3.33
624,1,3.98
1017,32,2.75
881,10,2.94
2050,5,3.08
2945,21,2.94
1328,17,3.23
2302,33,2.48
453,31,2.89
1184,3,3.06
2057,10,4.4
1683,14,3.87
2864,37,2.22
2256,24,2.43
1155,26,4.0
404,1,3.29
2200,27,2.35
2102,5,1.8
1697,16,2.97
628,15,1.78
587,35,3.04
1649,30,3.14
1444,35,2.96
1446,6,3.5
104,6,4.27
254,8,2.02
2558,38,3.58
1497,38,3.62
99,21,1.82
2201,33,1.38
1885,33,3.58
2962,35,2.02
1920,16,3.89
878,20,2.59
338,15,2.78
2870,0,2.75
957,4,3.18
1705,6,4.37
161,23,3.66
1604,34,4.03
2849,16,2.5
398,38,2.56
1301,29,4.05
816,30,2.57
1528,6,4.4
1920,38,2.5
1416,0,2.12
1159,22,3.14
1219,34,2.95
401,21,2.35
640,22,3.37
2736,24,1.85
460,30,2.76
955,20,3.7
470,24,4.31
1046,32,3.09
2798,18,4.11
1694,14,3.63
2086,24,3.43
2278,39,3.3
563,20,3.28
2486,21,3.44
1800,0,2.8
2075,22,3.82
226,25,2.21
798,5,3.74
2332,39,3.41
2927,22,1.98
960,6,2.59
1505,34,4.4
453,22,3.92
816,17,4.51
659,12,4.29
547,23,3.1
1216,29,3.6
17,20,3.04
1244,33,3.9
2206,16,2.76
2525,35,1.48
1070,17,3.73
2566,22,4.05
2147,13,2.9
1769,2,2.87
1061,36,1.43
2328,29,2.73
2545,11,2.17
302,28,4.13
181,3,2.41
607,8,2.94
700,31,2.82
993,25,3.2
1140,3,2.79
191,38,2.77
2301,10,2.87
981,35,2.26
2976,16,3.87
2007,32,3.8
1185,34,3.5
128,12,3.05
2066,34,1.69
1817,35,2.57
1759,28,2.47
2614,11,3.75
570,11,3.23
1347,2,3.48
1896,38,1.9
2734,8,3.88
626,33,1.83
2902,23,2.28
1687,19,2.59
155,25,3.48
2538,1,1.96
1410,25,2.04
785,39,3.23
246,8,3.64
1501,34,3.31
1706,28,4.09
2807,19,2.73
538,5,3.68
1891,13,2.54
1842,7,2.18
921,23,2.85
2456,21,3.04
525,14,3.19
2876,15,3.88
1530,16,4.34
2951,21,2.88
36,29,3.47
685,26,2.85
20,8,2.46
2369,15,3.18
2560,20,2.92
400,12,3.85
2702,17,3.28
972,34,3.29
1907,2,3.08
2519,38,3.21
1167,26,2.61
1116,3,2.38
834,7,2.36
1824,37,3.51
2775,35,3.06
1983,32,3.74
854,9,2.83
51,39,4.49
575,22,4.02
1149,36,3.01
2198,31,1.41
2362,11,2.31
2618,26,2.75
2353,34,2.73
1716,13,3.29
682,17,2.52
838,37,1.62
1078,18,3.52
2492,24,2.33
2661,39,3.64
2312,30,3.47
1596,2,3.69
5,12,2.68
1127,35,3.39
1220,36,1.52
774,13,2.6
877,18,3.86
992,7,2.61
2932,9,2.87
47,21,2.27
2915,34,4.47
2871,3,3.22
2984,3,4.19
2704,19,2.6
269,32,3.54
370,4,2.88
636,22,3.06
1130,27,3.35
1694,9,2.23
1683,32,2.48
657,7,2.24
120,27,3.64
831,0,3.59
1811,14,2.29
1082,36,2.11
1975,39,1.43
1370,20,3.28
741,11,2.24
117,29,3.1
1854,35,3.64
2839,5,2.32
1151,37,2.93
1932,35,2.73
1013,26,1.98
1665,29,1.35
1082,34,3.3
634,10,2.45
513,17,3.29
2850,32,2.78
1120,6,2.87
1142,23,4.42
560,29,2.36
488,28,3.19
897,25,2.73
1213,15,2.97
704,25,3.52
1471,8,3.22
581,13,1.58
2838,23,3.98
2909,3,2.81
2295,2,2.52
154,34,2.06
1680,21,2.64
997,14,2.77
2745,39,2.94
1244,38,3.26
1093,2,2.57
1009,0,3.63
2142,7,2.9
1774,38,1.87
958,19,1.73
453,15,1.78
1228,20,3.04
2960,8,3.26
2266,31,3.14
2522,8,3.88
2480,32,3.58
2389,0,3.43
551,27,2.75
1636,21,2.65
1313,0,1.58
1758,27,2.79
357,7,2.02
2071,21,2.64
1786,24,2.59
2570,27,2.83
1782,24,3.62
2850,0,3.71
2810,22,3.27
2490,18,1.51
1632,23,2.71
2817,39,1.3
1016,33,2.88
1349,14,1.72
516,26,3.09
2840,14,2.79
336,37,3.0
1783,31,2.92
2306,17,1.69
497,14,4.0
896,35,3.36
2208,20,3.57
852,31,2.17
1688,16,3.75
1932,34,2.95
2738,30,3.74
2428,31,3.36
1569,25,2.97
957,36,2.18
2739,14,2.57
1637,17,4.1
1292,11,3.82
1441,12,2.43
1192,32,4.76
1067,9,3.35
285,20,3.55
2445,19,2.56
12,20,2.67
1631,17,3.9
2547,1,3.66
754,16,3.06
2083,27,3.17
2775,20,2.39
2897,10,2.76
90,0,2.34
776,36,2.77
2653,7,1.66
1626,15,2.01
418,0,3.22
115,10,3.34
617,0,2.04
826,32,2.29
1650,3,3.32
1517,35,4.33
413,3,3.15
729,0,2.77
2809,31,2.2
676,23,4.24
1893,21,1.85
2505,26,3.6
2968,12,3.34
2240,12,4.26
2787,23,2.38
1123,22,2.47
1572,24,2.6
978,35,1.98
1009,39,4.16
2144,11,2.27
1688,19,2.24
2711,38,2.46
37,5,3.04
1549,20,2.78
2327,32,2.77
2265,16,3.72
2915,4,2.99
873,36,3.96
1822,13,3.12
1297,36,3.4
2110,2,2.58
596,29,3.8
1904,7,3.6
729,9,2.49
1366,17,2.79
397,15,2.84
699,35,1.25
2225,24,1.67
1636,0,2.72
396,16,2.36
2493,38,3.31
76,4,2.77
265,29,2.09
2503,15,2.56
1820,1,2.13
718,0,2.45
2783,35,2.51
851,32,3.26
1391,4,3.18
144,30,3.49
885,11,2.08
396,38,3.19
2996,37,1.97
2939,35,3.99
1493,20,2.12
1168,39,2.68
2617,34,3.84
1063,18,2.04
2157,15,3.07
1066,7,3.46
1210,32,4.28
2983,3,2.73
2446,23,2.71
634,17,3.3
1157,17,4.55
1239,39,3.77
733,35,3.55
235,6,2.41
2706,10,3.78
751,2,3.17
2636,28,2.48
954,13,3.11
2540,32,2.84
2961,27,4.24
1543,28,2.36
1198,37,3.59
1677,4,1.89
1192,2,2.75
2218,38,1.88
1417,29,2.63
2994,3,4.1
2843,8,3.06
2682,23,3.31
1218,22,3.88
1541,17,2.56
2077,0,2.56
1446,17,2.87
2387,31,1.84
1520,37,2.56
1389,9,3.25
1857,31,2.62
1366,27,3.69
500,38,4.54
1681,23,2.98
511,25,3.56
217,32,2.95
1325,36,3.51
1156,20,4.19
1828,21,1.98
1811,33,1.64
2493,28,3.16
2924,14,2.95
1206,22,2.66
2215,32,4.3
91,13,3.97
714,34,3.66
1882,23,1.93
39,7,2.77
173,12,3.54
653,0,2.02
754,26,4.36
1244,6,3.07
1082,11,1.64
1684,21,1.82
2524,15,1.92
456,0,2.82
829,23,2.84
895,35,2.94
1385,4,3.27
1959,16,3.61
2435,34,3.26
1997,29,3.69
2396,0,3.44
190,3,3.43
505,18,2.51
1215,2,2.25
1532,19,3.99
824,20,3.38
929,20,1.57
934,34,2.74
1141,18,1.8
134,26,2.19
2106,20,3.54
685,31,3.26
2720,28,2.83
2221,11,3.0
1853,22,3.38
815,31,2.07
1173,5,2.63
80,37,3.45
2934,22,3.0
203,33,2.58
2812,28,3.97
1253,8,2.71
1700,19,2.87
1251,13,2.39
1683,21,4.01
1556,18,4.47
2095,24,2.54
1257,39,2.62
1550,14,1.5
1167,21,3.25
1397,32,3.73
2704,28,2.08
471,8,2.93
1036,28,3.0
1354,25,3.61
2784,33,2.67
2832,21,2.68
968,17,3.97
358,25,3.46
668,21,3.64
373,28,2.81
1032,0,3.6
1146,4,3.0
1372,24,2.97
2724,2,2.83
90,25,3.95
2746,26,4.11
540,25,2.36
2780,22,2.7
869,4,4.12
41,36,4.07
740,23,1.98
1947,7,3.0
2550,3,4.45
1225,4,3.97
929,14,1.68
2037,19,2.2
2509,3,1.54
2780,22,3.23
2800,34,3.84
925,23,2.74
2957,2,2.25
1582,13,2.76
390,39,1.79
1618,34,2.72
2931,19,2.39
256,36,2.14
709,13,3.68
1839,30,3.0
1945,27,2.15
2498,33,2.33
10,5,3.5
2872,31,1.26
798,21,2.75
877,27,1.81
1029,31,3.23
1016,6,1.93
1825,5,2.02
374,27,3.27
2194,5,2.93
224,16,3.48
1263,32,3.19
2225,18,2.29
1803,34,2.16
853,7,1.86
63,16,2.13
1241,13,2.52
2875,16,2.74
2843,10,4.33
689,30,4.25
1485,10,3.13
1634,5,3.89
2153,10,2.17
511,9,2.41
385,24,4.11
405,32,2.1
2871,14,2.41
518,20,2.16
476,29,2.98
2001,24,3.65
2757,20,2.42
1669,3,2.85
1894,27,3.08
2819,3,2.76
1461,39,3.02
2725,36,2.75
714,5,4.06
83,6,3.8
1169,8,1.92
2505,11,3.1
1902,37,3.16
2049,10,3.67
51,39,2.54
685,12,1.79
717,3,2.6
1470,27,3.55
449,32,2.89
881,18,3.21
488,21,2.79
1824,37,3.12
2082,7,3.04
2143,37,3.21
1575,23,3.16
2202,20,3.23
250,28,2.34
674,35,2.58
438,3,2.36
2166,1,3.16
771,1,4.08
268,34,2.56
1985,25,2.96
1078,4,3.29
236,22,3.36
389,14,3.25
763,38,1.75
1849,32,2.53
2449,30,2.11
624,30,3.18
2815,20,3.88
2967,36,4.32
1253,18,2.77
2901,28,3.83
578,35,4.05
2123,14,2.52
435,14,2.83
2151,13,3.52
764,31,2.64
2786,17,4.15
2854,37,2.73
1330,24,2.99
2146,12,2.38
2846,6,3.99
1359,10,2.8
2907,36,2.65
2483,14,2.37
447,9,2.37
2018,15,3.44
1332,26,3.87
249,35,3.39
166,35,2.72
1359,4,2.14
1020,6,2.07
542,33,3.75
759,27,2.66
2129,22,4.73
2181,4,1.62
797,9,2.53
2948,0,3.28
138,38,3.53
2232,33,4.12
1354,31,3.14
2833,38,1.49
1876,2,3.42
69,20,2.3
2594,3,2.36
2101,16,4.39
1474,18,3.02
205,3,3.62
2174,6,3.49
43,2,4.43
1907,13,2.71
2159,19,2.31
761,15,3.43
2896,3,3.2
2143,1,2.98
1995,36,2.25
1936,27,3.0
900,37,3.67
360,36,3.12
2948,12,2.7
1720,7,3.23
281,36,2.3
1888,15,3.42
667,21,3.74
93,24,3.65
672,22,2.02
1970,9,4.33
61,5,2.23
2682,19,3.09
1029,3,2.35
1490,23,3.7
604,9,1.58
682,1,2.26
2582,9,2.55
1429,20,3.84
2886,10,2.13
2693,11,3.07
2281,5,3.02
524,1,4.61
2394,29,1.63
2594,35,3.91
1969,12,4.07
1102,0,2.64
1754,22,3.47
1837,33,3.94
2842,18,1.97
2297,21,1.88
2095,23,2.54
1145,20,2.39
2262,27,2.12
2287,10,2.3
1080,11,3.29
2398,36,2.92
107,33,3.56
2879,18,3.54
48,16,4.1
337,13,3.37
1050,14,1.37
2852,14,2.43
1281,19,3.05
2056,0,3.09
625,4,2.53
1891,4,2.3
1277,38,3.05
1716,26,2.66
2767,14,2.89
303,13,1.55
639,23,1.39
56,31,2.51
726,16,3.46
526,10,2.8
474,3,2.8
28,0,3.27
2126,39,2.92
365,36,3.39
2714,0,3.76
526,28,3.66
2747,23,3.34
1336,9,2.71
883,30,2.39
1031,24,2.07
1027,22,2.01
1647,31,3.83
919,6,3.11
2798,23,3.63
2411,33,2.08
1775,21,1.95
1532,7,2.63
2854,15,3.25
2787,28,1.57
1907,4,2.64
1216,27,2.59
1655,27,3.27
485,17,3.65
2076,37,2.18
714,17,4.55
1063,8,2.48
1977,14,4.23
1297,1,3.25
1255,36,3.75
2134,26,2.34
126,33,2.33
2860,19,3.02
537,8,3.87
2193,18,2.4
2073,19,3.84
1604,27,3.8
67,11,2.06
233,0,1.87
2157,19,2.05
1170,5,2.85
2159,9,3.03
2276,4,3.09
111,17,4.07
1494,32,3.15
2082,7,4.71
623,8,3.35
2796,11,2.83
2643,26,1.98
2473,18,1.89
2661,11,3.08
1542,13,2.83
2740,32,2.86
1306,6,3.65
1762,20,2.49
1976,7,3.47
2363,27,1.78
877,1,3.39
1990,29,2.33
1313,24,3.3
1461,15,3.37
2710,36,4.24
2325,34,2.6
1734,12,3.42
1606,5,2.39
1527,8,2.99
2672,13,3.24
2564,1,2.06
2891,4,2.01
2398,19,4.21
1631,7,1.47
2871,36,3.12
1161,21,3.19
759,29,3.19
2947,8,3.0
243,7,3.66
2591,8,3.28
1064,7,2.76
229,10,1.81
2596,10,1.77
920,16,2.66
1247,23,2.06
6,28,3.97
468,7,3.74
1756,35,3.66
75,5,2.3
4,31,3.17
1871,18,2.07
646,15,2.7
118,10,1.62
2929,17,1.39
1630,11,3.47
2552,25,2.99
2022,34,2.75
947,18,1.83
2622,20,2.59
1465,8,3.19
194,8,2.46
847,10,3.25
2763,18,2.68
1416,21,2.45
1459,25,2.62
2221,34,2.82
1669,3,1.83
2374,29,2.2
1434,23,2.23
1142,38,3.88
2884,8,3.11
1811,24,1.52
724,1,3.23
225,12,1.92
532,21,3.68
113,24,2.38
2188,33,2.24
559,27,2.85
2049,14,3.38
2138,38,1.47
654,24,2.45
320,5,3.53
1574,19,2.17
1829,38,3.64
1918,21,3.23
139,19,2.85
2893,21,2.64
2027,6,2.09
2307,10,3.05
902,34,3.48
690,13,3.37
2040,11,3.17
10,5,3.42
261,19,3.99
1943,31,2.18
1674,23,3.38
2220,1,2.26
2946,8,3.04
2061,6,2.29
1192,13,2.19
1620,19,2.53
321,1,4.27
1343,16,3.11
1637,33,4.21
2377,18,3.06
2833,32,3.0
2825,28,1.6
1995,8,1.58
2959,3,4.09
1944,24,2.43
2039,16,2.62
1119,9,3.02
1605,31,3.18
2366,39,1.95
236,6,4.18
1970,21,2.33
334,39,2.34
1909,20,1.61
376,13,2.77
1161,21,2.9
2636,5,2.49
1571,17,4.1
2561,30,4.23
1320,31,4.06
2966,35,3.16
1856,15,3.88
1373,2,3.14
873,27,2.46
1253,31,3.18
2318,31,3.64
1852,33,4.47
2846,34,3.36
1315,19,4.47
725,26,3.26
2053,22,3.32
2899,24,3.69
78,22,4.5
2622,18,2.23
132,34,4.4
601,17,3.23
1773,25,2.86
1066,23,2.96
2137,32,2.75
2450,1,2.57
2344,23,3.8
1864,28,3.2
1319,14,1.58
616,27,3.64
2848,2,2.61
2470,6,2.78
1889,8,1.62
1047,29,3.07
575,0,2.18
2191,18,2.91
993,32,1.94
2713,4,3.19
2193,4,2.85
1249,13,1.77
503,10,2.46
1998,21,1.41
821,23,3.71
2152,30,2.09
1971,26,1.7
198,14,3.44
1670,24,3.22
2627,28,1.9
2439,34,3.32
1203,8,2.52
2602,3,2.14
1472,36,4.39
1647,31,4.15
1693,38,1.99
1313,20,4.4
2036,5,2.96
478,28,2.77
1255,17,4.3
923,1,1.38
420,2,3.16
2205,39,2.44
2598,30,3.0
1121,31,4.18
951,33,2.6
2337,5,3.14
1278,0,2.45
2244,7,1.65
2646,0,3.14
1858,38,3.75
517,29,3.72
1659,8,3.88
1866,31,3.09
2913,8,1.36
1142,13,2.55
2854,7,3.07
1933,33,2.58
815,18,2.96
2276,28,3.7
1901,24,3.09
2264,13,4.15
2996,10,2.42
2063,17,3.19
2095,17,1.99
2372,28,2.34
2892,39,3.4
130,28,2.75
95,23,1.85
2675,9,3.0
2803,33,3.69
1956,18,1.62
794,31,2.69
1835,25,2.91
2117,9,4.2
1684,22,2.67
11,4,3.81
1866,14,2.45
2920,36,3.61
2598,33,4.31
712,24,2.42
2071,37,2.68
815,34,2.13
346,30,4.03
2350,31,3.56
363,37,3.2
2444,7,1.87
2266,10,2.03
2189,21,2.96
985,22,2.3
1640,1,2.19
828,14,3.12
2731,30,3.69
356,26,3.53
1348,37,3.79
2936,27,2.82
1864,3,2.79
127,30,4.36
604,28,2.2
1929,0,3.65
1014,5,3.6
51,16,3.23
2827,27,2.91
1431,24,4.4
1793,10,2.68
2862,23,3.02
1637,16,3.05
1646,36,3.64
2468,0,3.36
1206,3,4.41
2873,12,3.07
1855,38,3.89
567,9,2.88
2419,3,3.69
936,36,2.1
1935,30,1.91
2709,21,2.73
1333,25,2.83
202,5,3.71
2361,15,3.74
117,0,1.88
937,4,4.11
575,1,2.75
2292,32,3.3
537,0,3.51
1626,2,4.01
2123,0,2.42
386,39,3.18
475,7,4.43
418,35,4.24
2395,36,1.62
2688,37,2.16
939,0,4.04
955,2,2.58
876,16,3.48
763,39,2.98
1203,17,2.71
1206,27,3.61
664,6,1.58
25,20,2.76
1991,14,2.01
1204,0,3.06
710,11,3.43
1880,7,2.12
1185,16,3.72
2225,18,3.59
285,16,3.96
63,15,3.56
1003,36,2.38
662,21,3.53
2714,36,3.36
2204,39,2.46
1493,25,2.94
967,5,4.38
849,15,3.06
1108,11,2.33
689,6,3.11
148,7,3.69
342,20,1.92
2524,20,1.55
1087,8,2.4
1725,27,2.53
1384,20,1.48
2609,31,2.84
327,34,3.29
1793,38,2.5
1760,1,1.91
990,11,3.76
2263,6,2.8
2483,29,1.92
952,39,1.63
723,17,3.13
2080,9,2.89
2718,3,2.86
2333,36,2.94
429,13,3.03
1501,2,4.06
286,33,2.05
2066,20,4.6
769,28,2.6
2638,30,2.63
1395,14,2.55
194,19,3.75
2550,1,3.43
988,24,3.61
1137,27,2.97
2162,14,2.8
1702,4,3.76
947,29,3.0
831,16,3.07
1921,21,2.43
2973,35,3.42
55,24,3.03
800,20,3.12
778,8,2.78
1482,6,2.14
1902,6,3.0
2210,19,3.44
2135,7,3.83
55,9,2.34
1824,22,2.31
1202,7,3.55
833,7,1.98
313,7,4.08
2807,21,2.74
1859,27,2.67
2008,14,1.8
2007,23,3.91
2491,27,2.08
1791,37,2.36
328,30,2.44
2809,12,2.49
2627,3,3.39
1288,20,3.27
2144,5,4.45
1112,11,2.91
1312,37,3.68
2862,3,3.21
2539,39,3.34
452,22,2.01
1524,4,3.85
165,16,2.53
182,17,1.78
2517,22,3.91
910,0,3.5
2783,29,3.36
823,25,3.87
944,32,2.52
2002,25,3.34
2055,14,3.36
330,4,2.16
775,1,3.14
2199,26,3.79
147,24,1.73
915,10,1.96
1572,7,3.22
1309,14,3.44
2748,20,3.08
82,35,1.61
514,30,4.08
1921,32,2.93
2863,7,3.19
2757,27,3.61
1940,33,4.78
746,29,3.19
1410,24,2.77
707,28,1.65
471,29,4.26
396,36,2.48
1556,22,3.37
2309,32,3.14
805,24,3.54
934,12,3.17
1280,25,2.88
1758,12,2.61
905,13,3.48
1077,35,2.05
2988,7,1.7
1891,28,4.65
1524,11,4.43
2902,20,3.3
1388,22,3.5
1304,26,2.0
593,30,4.93
2762,29,3.66
2680,39,2.0
2107,21,1.45
128,28,2.94
736,32,1.92
2769,8,3.64
2574,38,3.11
521,13,2.98
2600,34,2.6
237,37,4.08
1305,11,1.93
1782,11,2.6
1302,6,3.36
2542,6,1.93
2052,11,2.41
2714,16,3.3
442,26,4.3
2077,6,4.24
2658,31,2.63
805,6,3.12
75,8,2.18
2886,6,3.98
2176,22,3.21
2090,13,1.95
1380,10,3.73
41,11,1.8
2982,19,2.31
2082,13,2.58
1701,34,2.99
1402,28,2.62
588,9,1.74
1623,10,1.73
342,39,3.75
2075,18,3.91
646,27,3.51
731,28,3.8
168,20,1.99
610,4,4.2
2316,34,2.81
1773,21,3.39
2041,13,2.64
2869,10,1.72
455,19,1.58
2954,13,3.0
1709,38,1.76
2970,23,2.86
702,23,3.39
2682,21,2.7
1600,34,1.47
130,5,2.99
1846,2,1.37
1387,12,2.93
2867,38,3.63
693,23,3.02
1395,37,4.23
794,7,3.79
29,16,2.86
149,5,3.6
1320,10,1.46
2059,10,2.37
2724,22,3.7
1137,0,3.6
187,25,4.44
2855,19,2.84
2792,6,2.97
1251,19,2.4
1334,35,3.74
98,2,1.75
55,27,3.08
2671,16,3.35
2712,19,2.27
758,21,3.64
406,32,1.98
2117,34,4.18
1313,18,2.71
1786,32,2.69
751,17,2.27
1763,25,2.27
365,7,2.11
2027,23,3.33
482,21,3.7
2249,24,2.53
154,6,4.09
1525,15,2.1
2121,20,3.31
2761,6,2.02
2344,18,2.06
1041,4,2.46
1665,28,2.67
1241,21,3.49
61,21,3.98
939,5,3.83
1640,18,1.44
2090,6,3.82
25,32,4.02
1063,15,2.48
131,18,2.97
1253,16,3.16
108,0,1.5
172,8,2.56
1459,21,2.48
102,14,2.5
2914,0,2.05
2572,11,3.36
2323,13,2.87
1637,34,4.09
2865,33,3.6
1041,39,1.74
330,16,2.82
1521,30,4.48
12,33,2.66
1342,32,3.78
216,7,3.47
339,7,1.89
1800,8,3.29
2709,21,4.39
1751,39,2.34
1509,37,2.96
2422,8,3.27
710,13,3.23
1224,10,2.51
2514,5,2.28
1113,38,2.87
1292,20,2.31
489,3,3.6
1562,21,3.51
47,6,1.86
778,34,1.72
1040,25,3.4
711,28,3.17
401,3,3.39
1818,23,2.18
250,20,2.92
391,3,3.76
335,0,2.05
629,3,3.81
137,22,2.2
2931,2,3.1
2736,22,3.14
1522,15,3.85
827,18,2.77
727,1,2.76
1501,5,2.21
2642,21,1.94
990,32,3.19
2420,21,2.65
935,32,1.77
402,8,3.13
1467,1,1.43
615,20,3.57
1297,12,1.97
1183,32,3.42
2668,30,2.86
2236,33,3.94
1122,36,3.42
131,30,2.11
2853,30,2.5
1195,32,3.84
2984,23,2.51
183,0,3.82
364,3,2.62
39,14,2.81
2545,1,2.76
1373,2,3.22
921,31,3.21
2770,14,2.89
16,21,2.8
493,17,3.27
1450,3,4.42
1132,0,2.12
2942,2,2.79
311,17,2.46
739,13,3.13
546,1,3.52
2462,22,3.19
251,39,2.84
759,36,3.19
1805,19,2.04
1298,16,3.13
1632,29,3.96
1915,20,4.17
814,23,2.37
29,3,3.22
958,23,2.92
2033,1,2.47
477,30,2.92
318,17,3.37
245,33,3.87
748,10,1.94
697,38,2.38
272,16,2.98
1772,11,3.92
1263,31,2.94
2425,11,3.21
266,25,3.13
2974,10,1.81
921,6,1.87
340,13,2.86
389,21,1.81
2625,34,4.39
2051,32,3.76
1166,30,3.58
376,16,3.68
2034,11,2.07
2372,10,3.02
146,12,2.29
1982,36,3.87
293,0,3.2
432,5,2.48
705,0,2.39
2997,10,2.0
1999,4,2.46
2633,10,4.34
399,14,4.26
2865,11,3.31
964,37,3.62
2235,9,2.13
2042,6,2.72
1829,36,3.16
2109,22,4.13
939,28,2.68
710,11,3.84
807,34,2.08
1464,6,2.59
1326,3,2.35
11,19,3.31
1086,2,1.45
1869,39,2.79
2274,17,3.56
2612,36,2.67
772,11,3.03
1595,19,2.59
1608,32,1.85
1334,19,2.73
885,13,4.2
1390,10,3.91
226,37,2.52
825,23,3.15
2266,21,3.14
937,0,3.0
2801,15,3.29
2554,2,3.73
2307,24,3.35
1912,7,3.57
1797,31,3.38
54,5,1.6
727,10,2.96
2737,17,4.25
1545,25,2.94
1044,1,4.54
1914,0,3.24
1777,4,3.06
1597,35,2.78
1915,6,3.08
2467,3,1.81
2738,21,2.59
850,29,2.22
2110,2,4.2
2264,39,4.46
3,25,2.93
160,2,4.27
781,16,1.81
893,0,3.09
2031,0,3.29
2377,11,4.13
580,2,2.21
1934,13,3.42
1381,39,2.39
1291,18,2.77
1641,22,2.71
952,24,3.66
